0,454.49,260.12,412.66,406.63,457.32,315.27,451.82,388.7,423.97,321.2,327.79,213.85,343.44,510.46
454.49,0,267.85,171.1,164.48,155.39,195.95,144.13,158.13,137.03,223.88,184.57,302.39,157.6,146.46
260.12,267.85,0,232.64,213.85,228.83,147.99,256.71,171.63,218.31,147.01,136.41,126.26,166.19,295.13
412.66,171.1,232.64,0,153.45,172.69,170.26,162.02,167.19,115.14,171.02,137.46,240.62,137.74,191.05
406.63,164.48,213.85,153.45,0,151.44,158.05,148.47,126.09,126.56,179.01,147.82,251.33,112.87,153.67
457.32,155.39,228.83,172.69,151.44,0,180.57,113.79,97.051,106.03,189.52,159.34,285.15,155.32,103.29
315.27,195.95,147.99,170.26,158.05,180.57,0,155.05,126.99,145.79,93.713,82.266,156.05,86.844,225.96
451.82,144.13,256.71,162.02,148.47,113.79,155.05,0,126.58,106.42,180.19,158.61,284.66,135.99,117.05
388.7,158.13,171.63,167.19,126.09,97.051,126.99,126.58,0,111.62,151.52,112.77,224.35,102.64,143.08
423.97,137.03,218.31,115.14,126.56,106.03,145.79,106.42,111.62,0,148.19,112.42,245.5,118.76,131.59
321.2,223.88,147.01,171.02,179.01,189.52,93.713,180.19,151.52,148.19,0,81.581,140.12,128.53,245.63
327.79,184.57,136.41,137.46,147.82,159.34,82.266,158.61,112.77,112.42,81.581,0,144.98,85.127,213.28
213.85,302.39,126.26,240.62,251.33,285.15,156.05,284.66,224.35,245.5,140.12,144.98,0,186.4,345.09
343.44,157.6,166.19,137.74,112.87,155.32,86.844,135.99,102.64,118.76,128.53,85.127,186.4,0,183.47
510.46,146.46,295.13,191.05,153.67,103.29,225.96,117.05,143.08,131.59,245.63,213.28,345.09,183.47,0
