0,412.62,403.31,411.33,391.21,331.88,391.08,370.75,380.57,385.58,370.65,375.92
412.62,0,252.08,245.78,275.77,241.04,245.42,212.58,234.48,217.87,222.86,215.53
403.31,252.08,0,119.67,158.84,229.12,106.61,178.11,117.85,101.03,131.17,139.85
411.33,245.78,119.67,0,199.5,223.26,159.51,173.75,152.92,131.45,158.83,154.64
391.21,275.77,158.84,199.5,0,235.22,97.863,198.77,105.38,131.93,124.54,139.6
331.88,241.04,229.12,223.26,235.22,0,219.63,142.83,197.12,194.82,179.11,184.02
391.08,245.42,106.61,159.51,97.863,219.63,0,174.27,68.798,65.29,82.723,117.18
370.75,212.58,178.11,173.75,198.77,142.83,174.27,0,138.08,132.77,114.94,108.65
380.57,234.48,117.85,152.92,105.38,197.12,68.798,138.08,0,60.758,61.729,67.675
385.58,217.87,101.03,131.45,131.93,194.82,65.29,132.77,60.758,0,60.745,86.549
370.65,222.86,131.17,158.83,124.54,179.11,82.723,114.94,61.729,60.745,0,71.784
375.92,215.53,139.85,154.64,139.6,184.02,117.18,108.65,67.675,86.549,71.784,0
