0,77.4,151.35,111.09,290.27,303.61,367.73,80.272,120.53,164.43,188.39,205.15,186.26,160.56,157.53
77.4,5.9244,77.347,41.555,231.98,185.09,196.13,74.362,45.956,104.7,94.418,124.15,104.89,64.865,83.431
151.35,77.347,6.4857,57.079,97.769,93.87,114.19,58.474,60.203,55.16,73.599,58.88,33.079,42.404,75.352
111.09,41.555,57.079,8.5083,167.23,178.83,145.71,83.652,55.684,57.728,111,95.404,72.054,55.206,69.276
290.27,231.98,97.769,167.23,9.9785,116.34,91.314,125.37,135.18,60.537,114.21,54.63,62.199,123.46,136.94
303.61,185.09,93.87,178.83,116.34,10.862,96.891,128.01,113.09,115,85.276,70.497,93.638,85.499,184.13
367.73,196.13,114.19,145.71,91.314,96.891,11.091,186.46,99.839,79.194,86.264,64.027,78.067,92.003,124.28
80.272,74.362,58.474,83.652,125.37,128.01,186.46,13.988,62.574,73.814,73.031,70.384,69.597,61.191,99.76
120.53,45.956,60.203,55.684,135.18,113.09,99.839,62.574,10.857,48.674,41.07,61.384,60.374,44.825,51.402
164.43,104.7,55.16,57.728,60.537,115,79.194,73.814,48.674,13.474,69.694,38.543,37.994,57.881,62.529
188.39,94.418,73.599,111,114.21,85.276,86.264,73.031,41.07,69.694,17.112,42.422,50.358,45.674,73.427
205.15,124.15,58.88,95.404,54.63,70.497,64.027,70.384,61.384,38.543,42.422,15.04,31.358,49.248,89.576
186.26,104.89,33.079,72.054,62.199,93.638,78.067,69.597,60.374,37.994,50.358,31.358,12.676,44.395,61.186
160.56,64.865,42.404,55.206,123.46,85.499,92.003,61.191,44.825,57.881,45.674,49.248,44.395,19.372,67.369
157.53,83.431,75.352,69.276,136.94,184.13,124.28,99.76,51.402,62.529,73.427,89.576,61.186,67.369,25.881
