0,457.07,445.3,472.08,415.98,260.44,516.53,381.51,549.35,277.68,352.43,432.58,480.47,223.92,258.06,192.79,347.6,201.91,314.47,376.69,392.3
457.07,0,185.65,157.83,143.15,248.34,131.99,156.61,143.44,257.23,156.31,105.87,127.42,270.57,229.75,302.17,194.33,289.48,175.5,129.41,116.53
445.3,185.65,0,142.14,131.76,244,151.28,144.14,192.86,227.91,149.48,126.03,122.49,246.19,221.7,275.86,156.72,276.08,171.84,131.54,133.17
472.08,157.83,142.14,0,122.64,255.49,130.27,145.14,136.72,252.06,145.73,108.17,99.145,265.51,252.58,303.67,145.05,290.61,179.68,123.34,127.81
415.98,143.15,131.76,122.64,0,212.34,140.91,94.93,169.71,202.23,97.432,85.395,100.09,214.93,197.75,253.41,114.65,233.26,124.41,92.801,85.895
260.44,248.34,244,255.49,212.34,0,306.53,187.24,327.72,137.18,154.43,221.13,264.27,106.36,129.23,127.02,155.55,115.24,122.54,167.79,189.13
516.53,131.99,151.28,130.27,140.91,306.53,0,172.36,101.82,291.41,188.61,108.41,83.697,315.66,278.98,350.55,209.43,338.5,215.49,158.59,142.89
381.51,156.61,144.14,145.14,94.93,187.24,172.36,0,213.22,148.35,91.084,105.85,123.02,181.17,157.07,219.96,113.92,200.7,104.54,89.467,79.109
549.35,143.44,192.86,136.72,169.71,327.72,101.82,213.22,0,333.87,213.8,141.4,122.67,346.93,322.31,383.65,231.59,368.7,248.74,186.2,183.84
277.68,257.23,227.91,252.06,202.23,137.18,291.41,148.35,333.87,0,155.92,217.33,246.85,111,102.24,126.09,163.74,122.63,128,168.06,178.03
352.43,156.31,149.48,145.73,97.432,154.43,188.61,91.084,213.8,155.92,0,112.7,144.83,152.28,145.05,194.59,84.093,177.05,76.436,74.9,79.967
432.58,105.87,126.03,108.17,85.395,221.13,108.41,105.85,141.4,217.33,112.7,0,84.455,235.07,201.88,266.72,132.06,250.29,128.39,73.482,71.449
480.47,127.42,122.49,99.145,100.09,264.27,83.697,123.02,122.67,246.85,144.83,84.455,0,273.94,244.3,312.26,163.86,298.55,176.26,122.69,100.28
223.92,270.57,246.19,265.51,214.93,106.36,315.66,181.17,346.93,111,152.28,235.07,273.94,0,87.033,70.321,145.57,79.436,122.79,174.57,195.57
258.06,229.75,221.7,252.58,197.75,129.23,278.98,157.07,322.31,102.24,145.05,201.88,244.3,87.033,0,98.053,151.38,111.51,103.44,148.64,165.52
192.79,302.17,275.86,303.67,253.41,127.02,350.55,219.96,383.65,126.09,194.59,266.72,312.26,70.321,98.053,0,184.05,77.54,151.9,205.9,233.78
347.6,194.33,156.72,145.05,114.65,155.55,209.43,113.92,231.59,163.74,84.093,132.06,163.86,145.57,151.38,184.05,0,170.43,83.288,85.068,114.61
201.91,289.48,276.08,290.61,233.26,115.24,338.5,200.7,368.7,122.63,177.05,250.29,298.55,79.436,111.51,77.54,170.43,0,132.96,196.01,217.78
314.47,175.5,171.84,179.68,124.41,122.54,215.49,104.54,248.74,128,76.436,128.39,176.26,122.79,103.44,151.9,83.288,132.96,0,76.888,97.114
376.69,129.41,131.54,123.34,92.801,167.79,158.59,89.467,186.2,168.06,74.9,73.482,122.69,174.57,148.64,205.9,85.068,196.01,76.888,0,66.13
392.3,116.53,133.17,127.81,85.895,189.13,142.89,79.109,183.84,178.03,79.967,71.449,100.28,195.57,165.52,233.78,114.61,217.78,97.114,66.13,0
