0,14.428,8.8443,9.1642,12.206,12.764,8.6101,9.6462,12.847,11.152,13.474,9.1527,10.653
14.428,0,10.394,10.984,14.394,10.337,10.984,9.6619,12.974,8.316,9.7967,7.8951,12.877
8.8443,10.394,0,6.3562,8.4457,5.5473,5.4574,4.1554,6.6894,4.5593,6.2937,6.0367,6.0258
9.1642,10.984,6.3562,0,6.2164,7.0448,6.0447,4.6319,6.6008,7.0479,8.2242,6.1739,5.4084
12.206,14.394,8.4457,6.2164,0,9.0928,9.7233,8.7712,6.8994,9.584,11.317,11.075,8.6152
12.764,10.337,5.5473,7.0448,9.0928,0,8.1425,5.2565,6.7782,4.7353,4.2264,6.5351,6.2388
8.6101,10.984,5.4574,6.0447,9.7233,8.1425,0,4.6653,8.4814,6.0108,7.1053,5.988,5.4221
9.6462,9.6619,4.1554,4.6319,8.7712,5.2565,4.6653,0,6.3615,4.7579,5.09,4.8388,4.2311
12.847,12.974,6.6894,6.6008,6.8994,6.7782,8.4814,6.3615,0,8.6063,7.2324,9.8717,5.5301
11.152,8.316,4.5593,7.0479,9.584,4.7353,6.0108,4.7579,8.6063,0,5.2552,4.7415,7.4507
13.474,9.7967,6.2937,8.2242,11.317,4.2264,7.1053,5.09,7.2324,5.2552,0,6.6437,5.8748
9.1527,7.8951,6.0367,6.1739,11.075,6.5351,5.988,4.8388,9.8717,4.7415,6.6437,0,7.4237
10.653,12.877,6.0258,5.4084,8.6152,6.2388,5.4221,4.2311,5.5301,7.4507,5.8748,7.4237,0
