8.8867e-28,99712,96387,71063,85318,71425,57404,74619,78937
99712,1.4989e-27,33856,42219,29026,36043,52996,30736,30071
96387,33856,5185.8,37893,18060,26635,46913,17828,18274
71063,42219,37893,6719.6,23033,13172,24813,17492,20593
85318,29026,18060,23033,5153.7,18129,34060,13121,9694.7
71425,36043,26635,13172,18129,6112,29050,8642,13493
57404,52996,46913,24813,34060,29050,9605.3,25695,22792
74619,30736,17828,17492,13121,8642,25695,4808.2,9168.5
78937,30071,18274,20593,9694.7,13493,22792,9168.5,4643.7
