0,14.257,14.912,14.088,14.743,11.531,20.331,14.287,13.349,14.526,16.205,14.799,15.472,19.317,10.652
14.257,0,10.968,7.8472,8.8714,7.1511,14.228,10.872,12.453,9.2228,9.9283,8.8305,9.5607,11.899,8.5339
14.912,10.968,0,9.3447,8.4004,7.2744,7.8802,7.6827,5.9929,7.2739,8.5394,6.6152,6.5799,8.3093,5.9846
14.088,7.8472,9.3447,0,8.484,5.9386,11.674,7.7692,8.4353,5.756,6.5193,7.0645,6.1751,8.2443,6.5382
14.743,8.8714,8.4004,8.484,0,6.912,11.947,11.091,10.367,7.7869,8.4671,6.7677,8.4853,10.605,8.6344
11.531,7.1511,7.2744,5.9386,6.912,0,11.174,9.1348,6.7489,6.6861,5.8899,7.207,6.277,9.0763,4.0048
20.331,14.228,7.8802,11.674,11.947,11.174,0,10.666,9.0168,8.7907,9.6396,8.8146,7.6375,5.8896,10.65
14.287,10.872,7.6827,7.7692,11.091,9.1348,10.666,0,7.8255,6.4801,10.03,5.9454,6.8413,10.189,6.4374
13.349,12.453,5.9929,8.4353,10.367,6.7489,9.0168,7.8255,0,7.5674,7.3212,8.1188,5.9254,8.3078,4.8075
14.526,9.2228,7.2739,5.756,7.7869,6.6861,8.7907,6.4801,7.5674,0,7.3651,3.6064,4.3113,7.1152,6.22
16.205,9.9283,8.5394,6.5193,8.4671,5.8899,9.6396,10.03,7.3212,7.3651,0,8.1833,4.7185,5.8129,7.2545
14.799,8.8305,6.6152,7.0645,6.7677,7.207,8.8146,5.9454,8.1188,3.6064,8.1833,0,4.8873,8.3266,6.4766
15.472,9.5607,6.5799,6.1751,8.4853,6.277,7.6375,6.8413,5.9254,4.3113,4.7185,4.8873,0,5.0252,5.5908
19.317,11.899,8.3093,8.2443,10.605,9.0763,5.8896,10.189,8.3078,7.1152,5.8129,8.3266,5.0252,0,9.2856
10.652,8.5339,5.9846,6.5382,8.6344,4.0048,10.65,6.4374,4.8075,6.22,7.2545,6.4766,5.5908,9.2856,0
