1.0985e-27,1.988e+05,1.6252e+05,2.1917e+05,1.8815e+05,2.0539e+05,1.836e+05,1.5836e+05,1.9572e+05
1.988e+05,10250,43468,70959,40283,39769,30155,52388,51165
1.6252e+05,43468,11427,70333,37833,39544,25490,35631,51736
2.1917e+05,70959,70333,7802,21167,21137,35739,42183,15243
1.8815e+05,40283,37833,21167,4299.2,12385,14587,24299,10884
2.0539e+05,39769,39544,21137,12385,5628.8,17133,35932,15118
1.836e+05,30155,25490,35739,14587,17133,7268.4,23637,19202
1.5836e+05,52388,35631,42183,24299,35932,23637,12916,19055
1.9572e+05,51165,51736,15243,10884,15118,19202,19055,5656.4
