0,336.19,304.45,158.41,340.08,351.73,263.34,198.39,367.39,267.87,193.46,282.78
336.19,16.931,191.95,174.68,205.91,193.82,162.94,97.936,133.55,128.08,131.98,74.373
304.45,191.95,14.681,137.07,48.2,78.862,106.47,55.947,53.748,59.038,85.148,85.806
158.41,174.68,137.07,19.483,131.95,102.65,82.068,62.391,129.84,74.657,41.164,71.734
340.08,205.91,48.2,131.95,19.504,54.597,123.93,69.81,37.207,51.757,111.46,79.662
351.73,193.82,78.862,102.65,54.597,21.021,74.031,84.19,45.175,32.934,76.884,54.11
263.34,162.94,106.47,82.068,123.93,74.031,18.88,72.26,87.702,36.903,43.986,63.918
198.39,97.936,55.947,62.391,69.81,84.19,72.26,16.45,59.357,43.759,42.317,40.826
367.39,133.55,53.748,129.84,37.207,45.175,87.702,59.357,17.33,35.339,91.551,45.848
267.87,128.08,59.038,74.657,51.757,32.934,36.903,43.759,35.339,13.626,50.707,39.582
193.46,131.98,85.148,41.164,111.46,76.884,43.986,42.317,91.551,50.707,17.488,46.972
282.78,74.373,85.806,71.734,79.662,54.11,63.918,40.826,45.848,39.582,46.972,16.23
